Player,TH,Total Wars,Total Closer Stars,Total Avg Closer Stars,Total Stars,Avg Total Stars,Total 3-stars,Total Holds,Total Bleeds,Total Nuked,Attacks,Closer Stars,Quality Stars,Avg Closer Stars,Stars,Avg Stars,Avg Dmg %,3-stars,3-star %,Near-miss (95%),Salt Attacks,Salt Closer Stars,Salt Stars,Salt Avg Stars,Salt 3-stars,Salt 3-star %,Salt 1st Attempt,Salt % 1st Close,Salt Avg Dmg,Boot Attacks,Boot Closer Stars,Boot Stars,Boot Avg Stars,Boot 3-stars,Boot 3-star %,Boot 1st Attempt,Boot % 1st Close,Boot Avg Dmg,Nuke Attacks,Nuke Closer Stars,Nuke Stars,Nuke Avg Stars,Nuke 3-stars,Nuke 3-star %,Nuke 1st Attempt,Nuke % 1st Close,Nuke Avg Dmg,Snipe Attacks,Snipe Closer Stars,Snipe Stars,Snipe Avg Stars,Snipe 3-stars,Snipe 3-star %,Snipe 1st Attempt,Snipe % 1st Close,Snipe Avg Dmg,Total Defends,Stars Yielded,Avg Stars Yielded,Avg Dmg,3-stars Yielded,Misses,Defend Ratio,Peer Attacks,Peer Stars,Peer 3-stars,Peer Avg Stars,Peer Avg Dmg,Peer Misses,Nuke Attacks,Nuke Stars,Nuke 3-stars,Nuke Avg Stars,Nuke Avg Dmg,Nuke Misses,Snipe Attacks,Snipe Stars,Snipe 3-stars,Snipe Avg Stars,Snipe Avg Dmg,Snipe Misses,
testnameignore,9,2,9,4.5,9,4.5,3,0,0,2,4,9,9.2,2.25,9,2.25,86.5,3,0.75,0,0,0,0,0,0,0,0,0,0,3,9,9,3,3,1,3,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,2,6,3,100,2,0,1.15909,1,3,1,3,100,0,1,3,1,3,100,0,0,0,0,0,0,0,
UTiger13,9,18,44,2.44444,73,4.05556,13,11,10,9,36,47,80,1.30556,73,2.02778,80.5,13,0.361111,2,16,22,35,2.1875,6,0.375,2,0.125,84.625,11,15,24,2.18182,5,0.454545,4,0.363636,88.8182,0,0,0,0,0,0,0,0,0,9,10,14,1.55556,2,0.222222,4,0.444444,63,26,59,2.26923,87.5,11,1,1.51498,18,42,8,2.33333,88.1667,0,7,17,3,2.42857,92.8571,0,1,0,0,0,38,1,
ellen,9,2,12,6,12,6,4,1,5,1,4,12,13,3,12,3,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,3,4,1,4,1,100,0,0,0,0,0,0,0,0,0,7,8,1.14286,57.2857,1,2,2.99231,3,4,0,1.33333,67,0,0,0,0,0,0,0,4,4,1,1,50,2,
CactusClan,10,15,33,2.2,56,3.73333,11,15,7,13,30,33,53.1,1.1,56,1.86667,75.1,11,0.366667,2,6,6,8,1.33333,0,0,2,0.333333,56.3333,6,6,11,1.83333,2,0.333333,0,0,75,11,21,31,2.81818,9,0.818182,2,0.181818,99.5455,7,0,6,0.857143,0,0,0,0,52.8571,21,37,1.7619,67.381,4,2,1.42397,5,6,0,1.2,49.6,0,12,28,4,2.33333,84.75,0,4,3,0,0.75,37.5,2,
Nato,10,14,31,2.21429,55,3.92857,8,7,4,5,28,31,62.1,1.10714,55,1.96429,78.6786,8,0.285714,2,2,2,3,1.5,0,0,0,0,46.5,11,7,20,1.81818,1,0.0909091,2,0.181818,76.0909,12,20,30,2.5,7,0.583333,5,0.416667,93.25,3,2,2,0.666667,0,0,0,0,51.3333,18,43,2.38889,85.6667,9,0,1.44565,12,28,6,2.33333,83.0833,0,4,10,2,2.5,94.5,0,2,5,1,2.5,83.5,0,
Batman,9,18,37,2.05556,76,4.22222,13,7,10,14,36,37,81.6,1.02778,76,2.11111,86.1389,13,0.361111,5,15,10,31,2.06667,2,0.133333,4,0.266667,88.4,14,21,34,2.42857,9,0.642857,4,0.285714,90.8571,1,3,3,3,1,1,0,0,100,6,3,8,1.33333,1,0.166667,1,0.166667,67.1667,27,59,2.18519,82.0741,13,2,1.63768,14,24,3,1.71429,73.1429,2,12,34,10,2.83333,96.5,0,1,1,0,1,34,0,
MGK,11,4,15,3.75,16,4,3,4,4,0,8,15,13.6,1.875,16,2,82.5,3,0.375,1,2,2,2,1,0,0,0,0,57,2,5,5,2.5,1,0.5,2,1,86,4,8,9,2.25,2,0.5,1,0.25,93.5,0,0,0,0,0,0,0,0,0,7,10,1.42857,60.2857,2,2,1.40196,3,7,2,2.33333,79,0,0,0,0,0,0,0,4,3,0,0.75,46.25,2,
Leah's Daddy Time,9,8,15,1.875,29,3.625,5,5,3,0,16,15,31.9,0.9375,29,1.8125,79.4375,5,0.3125,1,3,0,6,2,0,0,0,0,82.3333,4,9,11,2.75,3,0.75,1,0.25,93.75,4,6,9,2.25,2,0.5,2,0.5,88.25,5,0,3,0.6,0,0,0,0,59.2,11,23,2.09091,80,3,0,1.35603,10,21,3,2.1,82.2,0,0,0,0,0,0,0,1,2,0,2,58,0,
Space12345,10,12,22,1.83333,47,3.91667,5,11,6,8,24,25,43.2,1.04167,47,1.95833,83.0417,5,0.208333,3,8,10,16,2,2,0.25,2,0.25,84.125,11,7,19,1.72727,1,0.0909091,1,0.0909091,82.1818,2,3,5,2.5,1,0.5,0,0,89,3,5,7,2.33333,1,0.333333,1,0.333333,79.3333,16,33,2.0625,77.0625,6,1,1.36798,6,11,1,1.83333,73.8333,0,7,18,4,2.57143,86,0,3,4,1,1.33333,62.6667,1,
Chop Chef Jr,9,7,15,2.14286,31,4.42857,6,6,2,3,14,15,31.8,1.07143,31,2.21429,86.2143,6,0.428571,2,4,6,10,2.5,2,0.5,0,0,97,6,9,14,2.33333,3,0.5,0,0,91,0,0,0,0,0,0,0,0,0,4,0,7,1.75,1,0.25,0,0,68.25,8,18,2.25,86.875,3,0,1.1898,6,14,3,2.33333,91.5,0,2,4,0,2,73,0,0,0,0,0,0,0,
SwuTangClan,10,18,46,2.55556,70,3.88889,10,17,10,13,36,49,80.1,1.36111,70,1.94444,76.4722,10,0.277778,3,7,9,14,2,3,0.428571,1,0.142857,78.4286,12,9,22,1.83333,3,0.25,1,0.0833333,81.8333,4,9,11,2.75,3,0.75,0,0,99,13,22,23,1.76923,1,0.0769231,4,0.307692,63.5385,26,44,1.69231,63.8077,7,3,1.52171,9,11,0,1.22222,49,1,13,31,7,2.38462,83.7692,0,4,2,0,0.5,32.25,2,
Jack Sparrow,9,1,3,3,5,5,1,1,0,0,2,3,5,1.5,5,2.5,77,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,0,2,2,0,0,0,0,54,1,2,2,80,0,0,1.01493,1,2,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,
LMNTrix,10,5,15,3,24,4.8,5,7,0,0,10,15,22.6,1.5,24,2.4,89.9,5,0.5,0,0,0,0,0,0,0,0,0,0,5,6,11,2.2,2,0.4,1,0.2,82.6,5,9,13,2.6,3,0.6,1,0.2,97.2,0,0,0,0,0,0,0,0,0,4,8,2,63.5,0,0,0.8,3,6,0,2,65.6667,0,0,0,0,0,0,0,1,2,0,2,57,0,
Dirk N,9,17,57,3.35294,79,4.64706,20,10,11,12,34,60,79.5,1.76471,79,2.32353,86.9412,20,0.588235,2,17,30,40,2.35294,10,0.588235,8,0.470588,87.0588,13,27,34,2.61538,9,0.692308,6,0.461538,95.6154,0,0,0,0,0,0,0,0,0,4,3,5,1.25,1,0.25,1,0.25,58.25,26,57,2.19231,85.1538,11,0,1.62521,15,30,5,2,80.6667,0,11,27,6,2.45455,91.2727,0,0,0,0,0,0,0,
HardKnocks,9,3,9,3,14,4.66667,3,2,2,0,6,9,13.4,1.5,14,2.33333,92,3,0.5,0,3,3,7,2.33333,1,0.333333,0,0,86,2,3,4,2,1,0.5,0,0,97,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,5,10,2,86.2,1,0,1.61274,5,10,1,2,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eleazar,9,17,51,3,83,4.88235,18,9,25,15,34,51,78.9,1.5,83,2.44118,92.7353,18,0.529412,6,13,21,32,2.46154,7,0.538462,5,0.384615,92.1538,19,30,46,2.42105,10,0.526316,6,0.315789,92.5263,0,0,0,0,0,0,0,0,0,2,0,5,2.5,1,0.5,0,0,98.5,41,85,2.07317,82.6585,10,0,2.56096,28,53,3,1.89286,76.8214,0,13,32,7,2.46154,95.2308,0,0,0,0,0,0,0,
ViciousVictor,9,7,6,0.857143,27,3.85714,4,3,12,1,14,9,28,0.642857,27,1.92857,78.3571,4,0.285714,1,1,0,3,3,1,1,0,0,100,9,3,17,1.88889,1,0.111111,1,0.111111,81,2,6,6,3,2,1,2,1,100,2,0,1,0.5,0,0,0,0,34,19,31,1.63158,73.1053,4,3,2.73109,18,28,3,1.55556,71.6111,3,1,3,1,3,100,0,0,0,0,0,0,0,
okbit,9,4,23,5.75,23,5.75,7,1,7,1,8,23,12.9,2.875,23,2.875,94.5,7,0.875,0,1,3,3,3,1,1,1,1,100,3,9,9,3,3,1,2,0.666667,100,3,9,9,3,3,1,3,1,100,1,2,2,2,0,0,1,1,56,11,22,2,81.3636,3,0,2.53077,5,11,2,2.2,90.8,0,0,0,0,0,0,0,6,11,1,1.83333,73.5,0,
Captain America,9,3,8,2.66667,15,5,4,3,1,4,6,8,18.6,1.33333,15,2.5,82.8333,4,0.666667,0,0,0,0,0,0,0,0,0,0,2,6,6,3,2,1,0,0,100,1,0,3,3,1,1,0,0,100,3,2,6,2,1,0.333333,1,0.333333,65.6667,4,8,2,77,1,0,1.52941,2,5,1,2.5,94.5,0,2,3,0,1.5,59.5,0,0,0,0,0,0,0,
Corey,9,16,61,3.8125,80,5,19,5,8,13,32,61,79.1,1.90625,80,2.5,87.7812,19,0.59375,1,12,21,30,2.5,7,0.583333,2,0.166667,92.5,15,36,42,2.8,12,0.8,7,0.466667,94.4,0,0,0,0,0,0,0,0,0,5,4,8,1.6,0,0,2,0.4,56.6,23,52,2.26087,86.913,13,1,1.55893,13,29,7,2.23077,89.7692,0,10,23,6,2.3,83.2,1,0,0,0,0,0,0,
Corey,10,2,9,4.5,9,4.5,2,2,0,1,4,9,11,2.25,9,2.25,83.25,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,3,2,1,0,0,100,2,3,3,1.5,0,0,1,0.5,66.5,2,4,2,76.5,0,0,1.22857,0,0,0,0,0,0,1,2,0,2,54,0,1,2,0,2,99,0,
ThatAmagnus,10,10,31,3.1,41,4.1,7,7,5,6,20,31,49.6,1.55,41,2.05,78.75,7,0.35,2,5,4,7,1.4,0,0,1,0.2,73.6,4,5,8,2,1,0.25,0,0,75.75,7,18,20,2.85714,6,0.857143,1,0.142857,95.8571,4,4,6,1.5,0,0,0,0,58.25,15,28,1.86667,78.2,4,1,1.66226,8,12,1,1.5,75.75,1,4,11,3,2.75,91.5,0,3,5,0,1.66667,67,0,
Dada 1974,9,9,21,2.33333,39,4.33333,7,4,7,2,18,21,37.4,1.16667,39,2.16667,88.3333,7,0.388889,2,8,3,14,1.75,1,0.125,1,0.125,81.75,9,18,24,2.66667,6,0.666667,6,0.666667,96.1111,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,71,15,35,2.33333,85.1333,7,0,1.68599,13,30,6,2.30769,84.9231,0,2,5,1,2.5,86.5,0,0,0,0,0,0,0,
Sno,10,11,22,2,39,3.54545,5,16,6,7,22,22,43.5,1,39,1.77273,69.4091,5,0.227273,1,3,4,6,2,0,0,2,0.666667,56,4,3,8,2,1,0.25,1,0.25,77.75,7,9,15,2.14286,3,0.428571,1,0.142857,77.8571,8,6,10,1.25,1,0.125,2,0.25,62.875,16,20,1.25,51.4375,0,5,1.41067,5,7,0,1.4,53,1,6,9,0,1.5,65.1667,1,5,4,0,0.8,33.4,3,
RedACE,9,19,39,2.05263,78,4.10526,14,11,14,11,38,39,88.4,1.02632,78,2.05263,83.2105,14,0.368421,4,16,24,38,2.375,8,0.5,4,0.25,91.5625,12,12,25,2.08333,5,0.416667,3,0.25,81.5833,0,0,0,0,0,0,0,0,0,10,3,15,1.5,1,0.1,0,0,71.8,33,62,1.87879,73.4848,9,3,1.79198,24,45,6,1.875,74.25,2,6,12,2,2,75,1,3,5,1,1.66667,64.3333,0,
Tim66,10,2,7,3.5,8,4,1,2,0,1,4,7,11.1,1.75,8,2,74.75,1,0.25,0,1,2,2,2,0,0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,2,1,0.333333,0,0,69.6667,2,4,2,53.5,0,0,1.0814,1,2,0,2,55,0,1,2,0,2,52,0,0,0,0,0,0,0,
Wryhorn,11,13,37,2.84615,53,4.07692,9,23,9,1,26,37,47.9,1.42308,53,2.03846,80.8077,9,0.346154,3,5,5,8,1.6,0,0,2,0.4,59.4,6,4,7,1.16667,0,0,0,0,59,15,28,38,2.53333,9,0.6,4,0.266667,96.6667,0,0,0,0,0,0,0,0,0,19,20,1.05263,51.9474,1,6,1.16707,6,10,0,1.66667,64.1667,0,0,0,0,0,0,0,13,10,1,0.769231,46.3077,6,
Amagnus,9,18,50,2.77778,78,4.33333,16,10,27,11,36,50,85.2,1.38889,78,2.16667,84.9167,16,0.444444,2,15,24,36,2.4,8,0.533333,2,0.133333,92.8,13,24,34,2.61538,8,0.615385,1,0.0769231,92.8462,0,0,0,0,0,0,0,0,0,8,2,8,1,0,0,0,0,57.25,44,83,1.88636,80.5227,10,3,2.49517,32,55,3,1.71875,79.4688,3,8,22,6,2.75,95.5,0,4,6,1,1.5,59,0,
Double G,9,7,21,3,33,4.71429,8,2,3,0,14,24,30.5,1.71429,33,2.35714,91.2143,8,0.571429,3,0,0,0,0,0,0,0,0,0,10,15,24,2.4,5,0.5,4,0.4,94.8,3,9,9,3,3,1,3,1,100,1,0,0,0,0,0,0,0,29,10,23,2.3,85.4,5,1,1.36147,8,20,4,2.5,88.875,0,0,0,0,0,0,0,2,3,1,1.5,71.5,1,
Joe,9,15,46,3.06667,71,4.73333,17,8,27,8,30,46,72.8,1.53333,71,2.36667,87.4,17,0.566667,2,5,0,8,1.6,0,0,0,0,82.6,12,21,31,2.58333,8,0.666667,7,0.583333,93.8333,9,24,26,2.88889,8,0.888889,8,0.888889,95.8889,4,1,6,1.5,1,0.25,1,0.25,55,42,68,1.61905,72.2619,8,5,2.83838,31,57,8,1.83871,77.3226,2,4,4,0,1,54.75,1,7,7,0,1,59.8571,2,
Mr. Pizza,9,15,37,2.46667,65,4.33333,11,7,7,7,30,37,66.3,1.23333,65,2.16667,84.3667,11,0.366667,3,16,15,35,2.1875,5,0.3125,5,0.3125,85.75,11,18,24,2.18182,6,0.545455,4,0.363636,85.8182,0,0,0,0,0,0,0,0,0,3,4,6,2,0,0,1,0.333333,71.6667,22,47,2.13636,80.9545,8,0,1.49949,17,37,7,2.17647,81.6471,0,5,10,1,2,78.6,0,0,0,0,0,0,0,
WanG,9,1,0,0,2,2,0,0,1,1,1,0,2.2,0,2,2,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,62,1,0,1.78788,1,3,1,3,100,0,0,0,0,0,0,0,1,1,0,1,24,0,
Butterburger,11,3,6,2,12,4,1,6,1,0,6,6,9.4,1,12,2,70.6667,1,0.166667,0,1,1,1,1,0,0,1,1,46,2,2,4,2,0,0,0,0,64.5,3,3,7,2.33333,1,0.333333,0,0,83,0,0,0,0,0,0,0,0,0,4,4,1,45,0,1,1.33028,4,4,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,
Poz,9,15,69,4.6,80,5.33333,24,6,35,6,31,70,81.5,2.25806,80,2.58065,92.7097,24,0.774194,1,2,3,5,2.5,1,0.5,0,0,93,21,49,57,2.71429,17,0.809524,10,0.47619,95.2381,6,18,18,3,6,1,6,1,100,2,0,0,0,0,0,0,0,44,50,92,1.84,71.26,9,1,3.06474,32,61,7,1.90625,74.4062,1,1,1,0,1,60,0,17,30,2,1.76471,66,0,
Evan Hardluck,9,3,3,1,8,2.66667,1,0,1,3,6,3,10.4,0.5,8,1.33333,68.8333,1,0.166667,1,0,0,0,0,0,0,0,0,0,3,3,5,1.66667,1,0.333333,0,0,80.3333,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,57.3333,4,11,2.75,97.25,3,0,1.45411,2,6,2,3,100,0,2,5,1,2.5,94.5,0,0,0,0,0,0,0,
Aleister Crowle,9,11,11,1,28,2.54545,3,2,7,3,22,11,45.5,0.5,28,1.27273,63.5909,3,0.136364,0,1,0,1,1,0,0,0,0,56,6,3,12,2,1,0.166667,1,0.166667,83.5,2,6,6,3,2,1,2,1,100,13,2,9,0.692308,0,0,1,0.0769231,49.3846,18,40,2.22222,84.5556,9,2,1.70523,16,36,9,2.25,86.625,2,2,4,0,2,68,0,0,0,0,0,0,0,
Lacey Clan,9,15,36,2.4,60,4,13,9,6,3,30,39,58,1.3,60,2,81.3,13,0.433333,1,3,0,5,1.66667,0,0,0,0,71.6667,12,15,24,2,5,0.416667,5,0.416667,85.5,8,24,24,3,8,1,8,1,100,7,0,7,1,0,0,0,0,56.8571,21,44,2.09524,80.0952,6,0,1.3942,19,39,5,2.05263,79.7895,0,2,5,1,2.5,83,0,0,0,0,0,0,0,
Dang,9,3,3,1,14,4.66667,3,1,3,5,6,9,13,1.5,14,2.33333,93.6667,3,0.5,1,1,3,3,3,1,1,0,0,100,5,6,11,2.2,2,0.4,1,0.2,92.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,72.8333,2,0,2.07246,1,1,0,1,47,0,3,7,1,2.33333,83,0,2,4,1,2,70.5,0,
Dang,10,9,17,1.88889,32,3.55556,6,6,1,1,18,17,35.8,0.944444,32,1.77778,77.3889,6,0.333333,2,0,0,0,0,0,0,0,0,0,2,3,5,2.5,1,0.5,0,0,88.5,10,12,23,2.3,5,0.5,1,0.1,91.3,6,2,4,0.666667,0,0,1,0.166667,50.5,10,23,2.3,81.5,4,0,1.31587,4,10,2,2.5,90.5,0,1,3,1,3,100,0,5,10,1,2,70.6,0,
Atlas,10,6,15,2.5,27,4.5,5,6,3,6,12,21,24.2,1.75,27,2.25,79.8333,5,0.416667,0,3,2,5,1.66667,0,0,1,0.333333,68,3,8,8,2.66667,2,0.666667,3,1,86.6667,4,9,11,2.75,3,0.75,0,0,94.75,2,2,3,1.5,0,0,0,0,57.5,9,15,1.66667,62.4444,1,0,1.58369,1,2,0,2,64,0,5,9,1,1.8,77.8,0,3,4,0,1.33333,36.3333,0,
DarthCarlos11,11,7,23,3.28571,33,4.71429,7,7,3,0,14,23,19.1,1.64286,33,2.35714,86.6429,7,0.5,1,1,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,13,30,33,2.53846,7,0.538462,2,0.153846,89.8462,0,0,0,0,0,0,0,0,0,10,15,1.5,50,1,2,1.05952,2,4,1,2,80,0,0,0,0,0,0,0,8,11,0,1.375,42.5,2,
NHHung,11,10,35,3.5,43,4.3,6,17,6,0,20,58,33,2.9,43,2.15,81.2,6,0.3,3,3,4,4,1.33333,0,0,0,0,52,4,7,7,1.75,0,0,2,0.5,66,13,56,32,2.46154,6,0.461538,4,0.307692,92.6154,0,0,0,0,0,0,0,0,0,14,16,1.14286,47.6429,0,3,1.17105,7,11,0,1.57143,56.4286,0,0,0,0,0,0,0,7,5,0,0.714286,38.8571,3,
Swu2,9,12,46,3.83333,57,4.75,15,5,17,7,24,49,57.8,2.04167,57,2.375,86.9583,15,0.625,0,2,0,3,1.5,0,0,0,0,77.5,13,24,29,2.23077,8,0.615385,7,0.538462,86.0769,6,18,18,3,6,1,6,1,100,3,7,7,2.33333,1,0.333333,3,1,71,29,57,1.96552,76.1724,7,0,2.4249,25,50,7,2,77.04,0,2,4,0,2,77.5,0,2,3,0,1.5,64,0,
king necto,9,7,17,2.42857,26,3.71429,5,3,12,5,14,17,27.6,1.21429,26,1.85714,81.4286,5,0.357143,0,2,0,3,1.5,0,0,0,0,72.5,9,15,20,2.22222,5,0.555556,4,0.444444,95.3333,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,1,0.333333,45.6667,19,35,1.84211,72.3684,4,1,2.77941,14,25,3,1.78571,75.3571,1,4,8,1,2,63.75,0,1,2,0,2,65,0,
Blesson Dex,9,1,3,3,6,6,2,1,2,0,2,3,5.2,1.5,6,3,100,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,1,0,0,100,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,3,6,2,55.6667,0,0,2.70769,1,2,0,2,60,0,0,0,0,0,0,0,2,4,0,2,53.5,0,
Darth Carlos,10,15,34,2.26667,52,3.46667,4,18,2,6,30,34,67,1.13333,52,1.73333,66.5,4,0.133333,0,3,4,6,2,0,0,1,0.333333,64.3333,9,9,21,2.33333,3,0.333333,0,0,84.5556,0,0,0,0,0,0,0,0,0,18,21,25,1.38889,1,0.0555556,8,0.444444,57.8333,15,30,2,70.3333,2,0,0.991922,5,9,0,1.8,59.4,0,6,14,2,2.33333,87.6667,0,4,7,0,1.75,58,0,
Asuna-Chan,9,2,3,1.5,5,2.5,1,2,1,1,2,3,4.7,1.5,5,2.5,99,1,0.5,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,98,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,3,5,1.66667,68,0,0,1.67424,2,3,0,1.5,61.5,0,1,2,0,2,81,0,0,0,0,0,0,0,
